customer_id,gender,age,married,state,city,latitude,longitude,tenure_in_months,offer,phone_service,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,monthly_charge,total_charges,total_long_distance_charges,total_revenue,churn_label,churn_value
0463-ZSDNT,Male,23,No,California,Escondido,33.21846,-117.116916,10,None,Yes,No,Yes,73,No,No,No,No,No,Yes,Yes,No,Month-to-Month,56.75,503.25,303.0,836.25,No,0
0464-WJTKO,Female,39,Yes,California,Cedarville,41.505916,-120.152505,72,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.1,1460.85,1020.24,2481.09,No,0
0468-YRPXN,Male,62,No,California,Lomita,33.794209,-118.317354,29,Offer C,Yes,No,Yes,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,98.8,2807.1,1397.8000000000002,4204.9,No,0
0471-ARVMX,Female,70,Yes,California,Kelseyville,38.93496,-122.792243,62,Offer B,Yes,Yes,Yes,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,104.85,6312.9,1409.8799999999999,7722.78,No,0
0471-LVHGK,Male,34,Yes,California,Orangevale,38.689174,-121.218435,41,None,Yes,Yes,Yes,29,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,73.0,3001.2,652.3100000000001,3653.51,Yes,1
0475-RIJEP,Male,47,No,California,Pinecrest,38.224869,-119.755729,43,Offer B,Yes,Yes,Yes,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,77.85,3365.85,2112.59,5478.44,Yes,1
0479-HMSWA,Female,63,No,California,San Clemente,33.429488,-117.609432,26,Offer C,Yes,No,Yes,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,105.45,2715.3,64.48,2779.78,No,0
0480-BIXDE,Female,58,Yes,California,Beale Afb,39.125311,-121.392283,19,Offer D,Yes,No,Yes,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,96.8,1743.05,202.92,1945.97,No,0
0480-KYJVA,Female,42,Yes,California,Sacramento,38.685069,-121.543709,72,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,24.25,1784.5,3427.2000000000003,5161.94,No,0
0481-SUMCB,Female,74,No,California,Greenville,40.160386,-120.835428,45,Offer B,Yes,Yes,Yes,15,No,No,Yes,No,Yes,Yes,No,Yes,One Year,102.15,4735.35,1535.3999999999999,6270.75,No,0
0484-FFVBJ,Male,43,No,California,Fort Bragg,39.455555,-123.683979,32,None,Yes,No,Yes,12,No,No,No,No,Yes,Yes,Yes,Yes,One Year,64.85,2010.95,496.64,2507.59,No,0
0484-JPBRU,Male,23,No,California,Petaluma,38.235021,-122.557332,41,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,25.25,996.45,1689.6100000000001,2686.06,No,0
0485-ZBSLN,Male,52,Yes,California,Mecca,33.543835,-115.993906,65,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,24.75,1715.1,2372.5,4087.6,No,0
0486-HECZI,Male,37,Yes,California,Torrance,33.867257,-118.330794,55,None,Yes,Yes,Yes,27,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,96.75,5238.9,2698.3,7937.2,Yes,1
0487-CRLZF,Female,58,No,California,Poway,32.984395,-117.013454,49,Offer B,Yes,No,Yes,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,74.45,3721.9,367.99,4089.89,No,0
0487-RPVUM,Male,49,Yes,California,Mount Hermon,37.051166,-122.056194,61,None,Yes,Yes,Yes,28,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,99.4,5943.65,924.15,6867.8,No,0
0487-VVUVK,Male,49,Yes,California,Santa Barbara,34.406256,-119.726936,25,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.15,477.6,477.25,954.85,No,0
0488-GSLFR,Female,41,No,California,Taylorsville,40.053684,-120.743116,1,None,Yes,No,Yes,27,No,No,No,No,No,No,No,Yes,Month-to-Month,69.5,69.5,8.31,77.81,Yes,1
0489-WMEMG,Female,61,No,California,Korbel,40.7666,-123.80458,23,Offer D,Yes,No,Yes,53,No,No,No,Yes,No,No,No,Yes,One Year,49.45,1119.35,594.5500000000001,1713.9,No,0
0491-KAPQG,Male,28,No,California,Pine Valley,32.800671,-116.483363,21,Offer D,Yes,Yes,Yes,42,No,No,No,No,No,No,Yes,Yes,Month-to-Month,73.7,1558.7,599.34,2158.04,No,0
0495-RVCBF,Female,39,No,California,Santa Rosa,38.460517,-122.790335,1,None,Yes,No,Yes,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,79.7,79.7,33.88,113.58,Yes,1
0495-ZBNGW,Male,78,Yes,California,Loma Mar,37.266388,-122.26308,5,None,Yes,Yes,Yes,14,No,No,Yes,No,No,No,No,No,Month-to-Month,79.45,343.95,33.3,397.25,Yes,1
0496-AHOOK,Male,61,Yes,California,Bangor,39.396585,-121.38029,24,Offer C,Yes,No,Yes,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,74.4,1712.9,788.64,2501.54,No,0
0504-HHAPI,Female,72,No,California,Guinda,38.830739,-122.196202,27,None,Yes,Yes,Yes,11,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,88.3,2467.75,457.38000000000005,2925.13,Yes,1
0505-SPOOW,Female,41,Yes,California,Riverside,33.885499,-117.324959,70,Offer A,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.8,1397.65,819.7,2217.35,No,0
0506-LVNGN,Female,78,No,California,Rancho Cordova,38.591134,-121.161585,5,None,Yes,No,Yes,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,75.55,349.65,211.64999999999998,561.3,Yes,1
0506-YLVKJ,Male,54,Yes,California,Sultana,36.545353,-119.338535,46,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.2,917.45,2112.32,3029.77,No,0
0508-OOLTO,Female,33,Yes,California,Fort Irwin,35.349241,-116.770281,2,None,Yes,No,Yes,10,No,No,No,No,No,No,No,Yes,Month-to-Month,71.65,135.75,58.06,193.81,No,0
0508-SQWPL,Female,32,Yes,California,La Mesa,32.759327,-116.99726,57,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.1,1087.7,1520.19,2607.89,No,0
0511-JTEOY,Female,41,No,California,Canyon Dam,40.171312,-121.120605,1,Offer E,Yes,No,Yes,9,No,No,No,No,No,No,No,Yes,Month-to-Month,71.1,71.1,10.19,81.29,Yes,1
0512-FLFDW,Female,74,Yes,California,Palomar Mountain,33.309852,-116.823091,60,None,Yes,Yes,Yes,26,No,No,Yes,No,Yes,Yes,No,Yes,One Year,100.5,6029.0,1660.8,7689.8,No,0
0513-RBGPE,Male,57,Yes,California,Rancho Santa Fe,32.99356,-117.207121,37,None,Yes,Yes,Yes,9,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,62.8,2278.75,166.5,2428.28,No,0
0516-OOHAR,Male,39,Yes,California,Topanga,34.115192,-118.61017,28,None,Yes,No,Yes,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,100.35,2799.0,216.44,3015.44,No,0
0516-QREYC,Female,78,No,California,Capay,38.681651,-122.130569,24,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.3,459.95,441.36,901.31,No,0
0516-UXRMT,Female,27,No,California,Oxnard,34.156629,-119.117218,62,None,Yes,Yes,Yes,47,Yes,Yes,Yes,No,No,No,No,Yes,One Year,92.05,5755.8,1480.56,7222.15,No,0
0516-VRYBW,Female,39,No,California,Stanton,33.801869,-117.995068,18,Offer D,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,20.15,390.85,161.1,551.95,Yes,1
0516-WJVXC,Female,21,No,California,Sacramento,38.556306,-121.495817,5,None,Yes,No,Yes,69,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,54.2,308.25,18.05,326.3,Yes,1
0519-DRGTI,Female,58,Yes,California,Stockton,38.029729,-121.387999,20,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.35,442.6,849.2,1291.8,No,0
0519-XUZJU,Female,56,No,California,Felton,37.089111,-122.062213,1,None,Yes,No,Yes,8,No,No,No,No,No,No,No,Yes,Month-to-Month,70.75,70.75,26.0,96.75,Yes,1
0520-FDVVT,Male,26,No,California,Lewiston,40.704293,-122.803899,35,None,Yes,No,Yes,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,102.35,3626.1,1394.4,5020.5,Yes,1
0523-VNGTF,Female,78,No,California,Sun Valley,34.231053,-118.338307,52,None,No,No,Yes,23,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,50.5,2566.3,0.0,2566.3,No,0
0524-IAVZO,Female,25,Yes,California,Anza,33.527605,-116.666551,30,Offer C,Yes,Yes,Yes,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,85.0,2624.25,144.60000000000002,2768.85,Yes,1
0526-SXDJP,Male,36,Yes,California,Bell,33.970343,-118.171368,72,Offer A,No,No,Yes,17,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,42.1,2962.0,0.0,2962.0,No,0
0529-ONKER,Male,70,No,California,Forest Ranch,40.077028,-121.494168,15,Offer D,Yes,Yes,Yes,19,No,No,No,No,No,No,No,Yes,Month-to-Month,75.65,1146.65,695.7,1842.35,Yes,1
0530-IJVDB,Male,36,No,California,Jamul,32.695681,-116.798386,70,Offer A,Yes,Yes,Yes,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,114.6,7882.5,1866.9,9749.4,No,0
0531-XBKMM,Male,37,No,California,Azusa,34.174493,-117.87068,66,None,Yes,Yes,Yes,17,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,65.7,4378.9,2119.9199999999996,6498.82,No,0
0531-ZZJWQ,Male,68,Yes,California,Fallbrook,33.362575,-117.299644,55,None,Yes,Yes,Yes,27,No,No,No,No,No,No,No,Yes,Two Year,74.0,4052.4,2359.5,6411.9,No,0
0533-BNWKF,Female,66,Yes,California,San Diego,32.85723,-117.209774,55,Offer B,Yes,Yes,Yes,27,No,Yes,Yes,No,No,No,No,No,Month-to-Month,85.45,4874.7,2355.1,7319.8,Yes,1
0533-UCAAU,Male,72,Yes,California,Montgomery Creek,40.877552,-121.885884,57,None,Yes,Yes,Yes,10,No,Yes,Yes,No,Yes,No,No,Yes,One Year,71.1,4140.1,2745.12,6885.22,No,0
0536-ACXIP,Female,34,Yes,California,Lodi,38.128087,-121.4078,72,None,Yes,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,109.55,8165.1,3182.4,11347.5,No,0
0536-BGFMZ,Female,27,Yes,California,Leggett,39.873371,-123.741474,28,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.5,563.05,1185.24,1748.29,No,0
0536-ESJEP,Male,48,Yes,California,Rough And Ready,39.225634,-121.156163,54,None,Yes,No,Yes,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,74.55,4191.45,765.72,4957.17,No,0
0537-QYZZN,Male,66,Yes,California,Petaluma,38.237018,-122.77872,24,Offer C,Yes,Yes,Yes,28,Yes,No,No,No,No,No,No,Yes,Two Year,79.85,1857.75,97.44,1955.19,No,0
0541-FITGH,Female,59,Yes,California,Hornitos,37.479926,-120.230424,2,Offer E,Yes,No,Yes,24,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,62.15,113.1,96.78,209.88,No,0
0547-HURJB,Male,19,No,California,Dixon,38.392821,-121.799917,12,Offer D,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,21.05,235.8,232.56,468.36,No,0
0549-CYCQN,Male,69,No,California,Flournoy,39.84784,-122.544556,51,None,Yes,Yes,Yes,11,No,Yes,No,No,No,No,No,Yes,One Year,79.6,3974.7,1270.92,5228.89,No,0
0550-DCXLH,Male,64,No,California,Thermal,33.53604,-116.119222,13,None,Yes,No,Yes,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,73.35,931.55,532.87,1415.4,No,0
0556-FJEGU,Male,26,No,California,Lafayette,37.907777,-122.127161,58,Offer B,Yes,No,Yes,69,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,70.1,4048.95,2753.2599999999998,6802.21,No,0
0557-ASKVU,Female,43,Yes,California,Beverly Hills,34.099891,-118.414338,18,Offer D,Yes,No,Yes,7,No,No,Yes,Yes,No,No,No,Yes,One Year,54.4,957.1,809.46,1766.56,No,0
0559-CKHUS,Female,44,Yes,California,Pleasanton,37.685052,-121.912061,29,Offer C,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.55,521.8,1448.84,1970.64,No,0
0562-FGDCR,Female,61,Yes,California,Whitmore,40.637105,-121.906949,72,None,Yes,Yes,Yes,30,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,74.55,5430.65,1572.48,7003.13,No,0
0562-HKHML,Male,39,Yes,California,Alameda,37.724817,-122.224363,71,Offer A,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,23.9,1626.4,1348.29,2974.69,No,0
0564-JJHGS,Male,45,No,California,Guerneville,38.52576,-123.013347,9,None,Yes,Yes,Yes,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,95.5,829.1,172.98,1002.08,Yes,1
0564-MUUQK,Female,28,Yes,California,Imperial Beach,32.579134,-117.119009,20,None,Yes,Yes,Yes,48,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,95.5,1916.2,774.2,2690.4,No,0
0565-IYCGT,Male,51,No,California,San Diego,32.825086,-117.199424,69,Offer A,Yes,Yes,Yes,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,78.6,5356.45,2027.22,7383.67,Yes,1
0565-JUPYD,Male,26,No,California,Benicia,38.113533,-122.11926,63,None,Yes,Yes,Yes,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,104.5,6590.8,1351.35,7942.15,No,0
0567-GGCAC,Female,38,No,California,Biola,36.798882,-120.019511,7,None,Yes,No,Yes,14,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,61.4,438.9,110.88,549.78,No,0
0567-XRHCU,Female,19,Yes,California,Los Angeles,34.091829,-118.491244,69,None,No,No,Yes,59,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,43.95,2960.1,0.0,2960.1,No,0
0568-ONFPC,Male,34,Yes,California,San Francisco,37.720498,-122.443119,5,Offer E,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,25.9,135.0,200.25,335.25,Yes,1
0570-BFQHT,Female,38,No,California,Anderson,40.448632,-122.306657,9,None,Yes,No,Yes,13,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,80.55,653.9,293.13,944.75,No,0
0572-ZJKLT,Female,32,Yes,California,Chester,40.243494,-121.154733,46,Offer B,Yes,Yes,Yes,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,99.65,4630.2,2265.96,6886.81,No,0
0575-CUQOV,Male,76,Yes,California,Hilmar,37.394536,-120.890747,60,Offer B,Yes,No,Yes,21,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,97.95,5867.0,1023.0,6890.0,No,0
0576-WNXXC,Male,70,Yes,California,Parlier,36.622237,-119.521126,27,None,Yes,Yes,Yes,7,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,95.55,2510.2,1066.23,3576.43,Yes,1
0577-WHMEV,Female,19,Yes,California,San Jose,37.371862,-121.860349,16,Offer D,Yes,Yes,Yes,52,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,90.7,1374.9,445.28,1820.18,No,0
0578-SKVMF,Female,23,Yes,California,Seeley,32.790282,-115.689559,22,None,Yes,No,Yes,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,83.3,1845.9,88.22,1934.12,Yes,1
0580-PIQHM,Female,21,Yes,California,Riverside,33.890046,-117.455583,41,Offer B,Yes,Yes,Yes,82,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,101.6,3930.55,603.9300000000001,4534.48,No,0
0581-BXBUB,Female,76,No,California,Penn Valley,39.203817,-121.19584,4,None,Yes,No,Yes,8,No,Yes,No,No,No,No,No,Yes,Two Year,72.75,317.75,142.68,460.43,No,0
0581-MDMPW,Female,63,No,California,San Jose,37.339533,-121.777179,24,Offer C,Yes,Yes,Yes,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,88.95,2072.75,1058.16,3130.91,No,0
0582-AVCLN,Female,43,No,California,Bakersfield,35.339796,-119.023552,38,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.3,743.05,1641.2199999999998,2384.27,No,0
0584-BJQGZ,Female,19,No,California,Taylorsville,40.053684,-120.743116,25,None,Yes,Yes,Yes,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,78.35,1837.9,701.25,2539.15,No,0
0585-EGDDA,Male,41,Yes,California,Etna,41.405193,-123.008567,40,Offer B,Yes,No,Yes,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,80.0,3168.75,1568.8,4695.81,No,0
0587-DMGBH,Female,48,No,California,Willows,39.493991,-122.286363,8,None,Yes,No,Yes,25,Yes,No,No,No,No,No,No,No,Month-to-Month,49.85,365.55,302.32,664.86,Yes,1
0594-UFTUL,Male,35,Yes,California,Mather,38.549822,-121.266725,13,Offer D,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.85,252.0,522.6,774.6,No,0
0595-ITUDF,Male,21,Yes,California,Fairfax,37.971751,-122.611873,64,None,Yes,Yes,Yes,27,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,91.8,5960.5,2213.12,8173.62,No,0
0596-BQCEQ,Female,32,Yes,California,Hydesville,40.557314,-124.081662,62,None,Yes,No,Yes,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,100.15,6283.3,3011.96,9295.26,Yes,1
0599-XNYDO,Female,51,Yes,California,Graton,38.434362,-122.86891,20,None,Yes,No,Yes,28,No,No,No,No,No,No,No,Yes,Month-to-Month,69.8,1540.35,869.8000000000001,2410.15,No,0
0601-WZHJF,Male,53,Yes,California,Shafter,35.490705,-119.286833,14,Offer D,No,No,Yes,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,46.35,667.7,0.0,667.7,Yes,1
0602-DDUML,Female,21,No,California,Fallbrook,33.362575,-117.299644,57,None,Yes,No,Yes,48,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,69.75,3894.4,2059.98,5954.38,No,0
0603-OLQDC,Male,41,No,California,Whittier,34.007353,-118.033683,12,Offer D,Yes,No,Yes,29,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,69.85,837.5,324.84000000000003,1162.34,No,0
0603-TPMIB,Female,40,Yes,California,San Simeon,35.746484,-121.223355,59,Offer B,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,25.45,1534.05,2499.83,4033.88,No,0
0604-THJFP,Female,40,Yes,California,Castro Valley,37.722727,-122.02157,59,Offer B,Yes,No,Yes,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,75.95,4542.35,488.52,5030.87,No,0
0607-DAAHE,Male,62,No,California,Olivehurst,39.082568,-121.55325,53,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.75,1052.35,1389.13,2441.48,Yes,1
0607-MVMGC,Male,33,Yes,California,Ranchita,33.215251,-116.53633,45,None,Yes,Yes,Yes,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,78.75,3600.65,1791.9,5392.55,No,0
0608-JDVEC,Male,55,Yes,California,Dunlap,36.789213,-119.140338,50,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.8,1013.2,93.5,1106.7,No,0
0611-DFXKO,Male,35,Yes,California,Comptche,39.239818,-123.565432,20,Offer D,Yes,No,Yes,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,89.0,1820.45,361.0,2181.45,Yes,1
0612-RTZZA,Female,77,No,California,Vista,33.22784,-117.200024,1,Offer E,No,No,Yes,15,No,No,No,No,No,No,No,Yes,Month-to-Month,25.25,25.25,0.0,25.25,Yes,1
0613-WUXUM,Female,38,Yes,California,Soquel,37.023669,-121.946461,70,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.2,1401.4,2704.1000000000004,4105.5,No,0
0616-ATFGB,Male,74,Yes,California,Shasta Lake,40.692523,-122.369876,1,Offer E,No,No,Yes,18,No,No,No,No,No,No,No,Yes,Month-to-Month,25.05,25.05,0.0,25.05,Yes,1
0617-AQNWT,Female,61,Yes,California,North Hills,34.238802,-118.482296,64,None,No,No,Yes,27,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,47.85,3147.5,0.0,3147.5,Yes,1
0617-FHSGK,Male,62,No,California,Rancho Cordova,38.602723,-121.279913,49,None,Yes,Yes,Yes,24,No,No,No,No,No,No,No,No,Month-to-Month,75.2,3678.3,934.92,4633.22,Yes,1
0618-XWMSS,Male,60,No,California,Wasco,35.652242,-119.4464,28,Offer C,Yes,No,Yes,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,74.9,2068.55,1239.8400000000001,3308.39,Yes,1
0619-OLYUR,Male,32,Yes,California,Garden Grove,33.787165,-117.931889,72,None,Yes,Yes,Yes,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,111.9,8071.05,3443.7599999999998,11514.81,No,0
0620-DLSLK,Female,47,No,California,Pasadena,34.167465,-118.165327,13,None,Yes,No,Yes,19,No,No,No,No,Yes,No,No,Yes,Month-to-Month,81.9,1028.9,444.34,1473.24,No,0
0620-XEFWH,Male,41,Yes,California,Oak Run,40.689243,-122.037023,4,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,18.85,84.2,156.16,240.36,No,0
0621-CXBKL,Female,62,No,California,Copperopolis,37.943954,-120.67108,53,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,18.7,1005.7,546.96,1552.66,No,0
0621-HJWXJ,Female,54,Yes,California,Irvine,33.667145,-117.732135,63,Offer B,Yes,Yes,Yes,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,81.55,5029.05,1332.4499999999998,6361.5,No,0
0621-JFHOL,Female,41,No,California,North Hollywood,34.15136,-118.364786,10,Offer D,No,No,Yes,29,No,No,No,Yes,No,No,No,Yes,Two Year,29.6,299.05,0.0,299.05,No,0
0621-TSSMU,Male,29,Yes,California,Maywood,33.988572,-118.186565,56,None,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.95,1126.75,2736.72,3863.47,No,0
0621-TWIEM,Male,28,No,California,Newhall,34.370378,-118.504118,10,Offer D,Yes,No,Yes,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,45.55,402.6,344.4,747.0,Yes,1
0623-EJQEG,Male,50,No,California,Murphys,38.147852,-120.440124,65,Offer B,Yes,Yes,Yes,16,Yes,No,No,Yes,No,Yes,Yes,No,One Year,93.55,6069.25,176.8,6276.05,No,0
0623-GDISB,Female,63,No,California,San Clemente,33.4725,-117.584273,1,None,Yes,No,Yes,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,48.45,48.45,16.42,64.87,No,0
0623-IIHUG,Female,77,No,California,San Diego,32.85723,-117.209774,21,None,No,No,Yes,8,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,40.0,840.1,0.0,840.1,Yes,1
0625-AFOHS,Female,40,Yes,California,Ferndale,40.4785,-124.301372,29,Offer C,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.2,558.8,998.76,1557.56,No,0
0626-QXNGV,Female,55,Yes,California,Arcata,40.839958,-124.003757,72,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,24.15,1776.45,2734.56,4511.01,No,0
0628-CNQRM,Male,49,Yes,California,Temecula,33.507255,-117.029473,22,None,Yes,No,Yes,17,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,67.5,1544.05,435.6,1979.65,Yes,1
0634-SZPQA,Female,64,No,California,San Anselmo,37.99272,-122.575026,23,None,Yes,Yes,Yes,4,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,90.05,2169.8,81.64999999999999,2224.07,Yes,1
0635-WKOLD,Male,33,Yes,California,Ceres,37.553469,-120.952825,40,Offer B,Yes,Yes,Yes,22,No,Yes,No,Yes,Yes,No,No,Yes,One Year,70.75,2921.75,949.5999999999999,3871.35,No,0
0637-KVDLV,Male,30,No,California,Elk Grove,38.35363,-121.44195,2,Offer E,Yes,Yes,Yes,30,No,No,No,No,No,No,No,Yes,Month-to-Month,76.5,162.45,34.44,196.89,Yes,1
0637-UBJRP,Male,40,Yes,California,Wilton,38.392559,-121.225093,13,Offer D,Yes,No,Yes,21,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,84.05,1095.3,388.96000000000004,1460.29,Yes,1
0637-YLETY,Female,39,No,California,Douglas City,40.586588,-122.903677,16,Offer D,Yes,Yes,Yes,30,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,95.6,1555.65,303.84,1859.49,Yes,1
0639-TSIQW,Female,28,No,California,White Water,33.972293,-116.654195,67,Offer A,Yes,Yes,Yes,30,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,102.95,6886.25,2512.5,9398.75,Yes,1
0640-YJTPY,Male,19,Yes,California,Smartville,39.176595,-121.291692,72,Offer A,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,21.0,1493.75,410.40000000000003,1904.15,No,0
0641-EVBOJ,Male,61,No,California,Coarsegold,37.212191,-119.749323,3,None,Yes,No,Yes,16,Yes,No,No,Yes,No,No,No,No,Month-to-Month,82.3,214.4,134.91,369.31,No,0
0643-OKLRP,Female,73,Yes,California,Azusa,34.174493,-117.87068,47,None,Yes,Yes,Yes,7,Yes,No,No,No,No,No,No,No,Month-to-Month,80.35,3825.85,1800.5700000000002,5716.42,Yes,1
0644-OQMDK,Male,69,No,California,Merced,37.40122,-120.514191,4,Offer E,Yes,No,Yes,12,No,No,No,No,No,No,No,Yes,Month-to-Month,70.65,293.85,24.72,318.57,No,0
0650-BWOZN,Female,71,No,California,Aguanga,33.482243,-116.827173,18,None,Yes,No,Yes,24,No,Yes,No,No,No,No,No,Yes,Two Year,73.55,1359.45,135.18,1494.63,No,0
0654-HMSHN,Male,45,Yes,California,Mojave,35.097323,-118.171288,21,Offer D,Yes,Yes,Yes,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,104.4,2157.95,895.65,3053.6,Yes,1
0654-PQKDW,Female,58,Yes,California,Pescadero,37.22565,-122.297533,62,None,Yes,No,Yes,20,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,70.75,4263.45,2607.1,6870.55,No,0
0655-RBDUG,Male,32,No,California,Alviso,37.449537,-121.994813,7,Offer E,Yes,Yes,Yes,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,98.05,713.0,64.75,777.75,Yes,1
0655-YDGFJ,Male,34,No,California,Palm Springs,33.745746,-116.514215,29,Offer C,Yes,No,Yes,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,48.95,1323.7,291.74,1615.44,No,0
0657-DOGUM,Female,35,Yes,California,Rancho Cucamonga,34.133809,-117.523724,48,Offer B,Yes,Yes,Yes,13,Yes,No,No,Yes,No,No,No,No,One Year,60.6,2985.25,2146.56,5231.81,No,0
